MicrobeID	PubSeedID	2 - complete comparative genomics; 1 - certain comparative genomics; 0 - no comparative genomics	Strain	Species	Genus	Family	Order	Class	Phylum	Kingdom	Host	Version	NCBI Taxonomy ID	Annotation version ID	RefSeq ID	GCF ID	IMG Genome ID	Strain/species reference	Reference category	Ecotype	Specific Ecosystem	Cell Shape	Cultured	Diseases	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Gram Staining	Oxygen Requirement	Habitat	Metabolism	Motility	Sample Body Site	Sample Body Subsite	Genome Size   * assembled	Gene Count   * assembled	GC Count   * assembled	GC   * assembled	CDS Count   * assembled	CDS %   * assembled	Genome link
Vibrio_mimicus_MB_451	Vibrio mimicus MB-451 (675806.3)	2	Vibrio mimicus MB-451	Vibrio mimicus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA1.03	675806	675806.3	GCF_000338875.1	GCF_000176375.1	647000340	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	Rod-shaped	Yes	0	Host-associated	Human	Unclassified	Unclassified	Gram-	Facultative anaerobe	Host, Marine	0	Motile	Gastrointestinal tract	0	4313453	3891	2001725	46	3772	96.94	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/176/375/GCF_000176375.1_ASM17637v1
Vibrio_mimicus_SX_4	Vibrio mimicus SX-4 (756012.3)	1	Vibrio mimicus SX-4	Vibrio mimicus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	756012	756012.3		GCF_000222145.1	2547132241	Strains of species found in the human gut (PMID:24861948) present in KBase	Initial strain selection	0	0	Rod-shaped	Yes	0	Host-associated	Human	Unclassified	Unclassified	Gram-	Facultative anaerobe	Host, Marine	0	Motile	0	0	4273352	4005	1976445	46	3875	96.75	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/222/145/GCF_000222145.1_ASM22214v1
Vibrio_mimicus_VM223	Vibrio mimicus VM223 (675820.3)	2	Vibrio mimicus VM223	Vibrio mimicus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	675820	675820.3	GCF_000222145.1	GCF_000176415.1	647000341	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Rod-shaped	Yes	0	Host-associated	Mollusca	Unclassified	Unclassified	Gram-	Facultative anaerobe	Marine	0	Motile	0	0	4347971	3368	2009770	46	3257	96.7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/176/415/GCF_000176415.1_ASM17641v1
Vibrio_mimicus_VM573	Vibrio mimicus VM573 (671076.4)	1	Vibrio mimicus VM573	Vibrio mimicus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	671076	671076.4	GCF_000176415.1	GCF_000175995.1	645951853	Strains of species found in the human gut (PMID:24861948) present in KBase	Initial strain selection	0	0	Rod-shaped	Yes	0	Host-associated	Human	Unclassified	Unclassified	Gram-	Facultative anaerobe	Marine	0	Motile	0	0	4366551	3841	2014334	46	3745	97.5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/175/995/GCF_000175995.1_ASM17599v1
Vibrio_mimicus_VM603	Vibrio mimicus VM603 (671074.4)	2	Vibrio mimicus VM603	Vibrio mimicus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	671074	671074.4	GCF_000175995.1	GCF_000175975.1	645951841	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Environmental	Aquatic	Unclassified	Unclassified	Gram-	Facultative anaerobe	0	0	0	0	0	4350709	3833	2020691	46	3763	98.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/175/975/GCF_000175975.1_ASM17597v1
Vibrio_parahaemolyticus_10329	N/A	0	Vibrio parahaemolyticus 10329	Vibrio parahaemolyticus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	745023		NZ_AFBW01000033	GCF_000195415.1	2534682055	PMID:31275260	Literature research	0	0	Rod-shaped	Yes	Food poisoning, Gastroenteritis	Host-associated	Unclassified	Unclassified	Unclassified	Gram-	Facultative anaerobe	Fresh water, Host	0	Motile	0	0	5093003	4779	2305495	45	4667	97.66	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/415/GCF_000195415.1_ASM19541v2
Vibrio_parahaemolyticus_AN_5034	Vibrio parahaemolyticus AN-5034 (563773.3)	2	Vibrio parahaemolyticus AN-5034	Vibrio parahaemolyticus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	563773	563773.3	GCF_000175975.1	GCF_000182385.1	648276755	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Rod-shaped	Yes	Food poisoning, Gastroenteritis	Host-associated	Human	Unclassified	Unclassified	Gram-	Facultative anaerobe	Fresh water, Host	0	Motile	0	0	5199902	4944	2356402	45	4793	96.95	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/182/385/GCF_000182385.1_ASM18238v1
Vibrio_parahaemolyticus_AQ3810	Vibrio parahaemolyticus AQ3810 (419109.14)	1	Vibrio parahaemolyticus AQ3810	Vibrio parahaemolyticus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	419109	419109.14	GCF_000182385.1	GCF_000582905.2	2563367203	Strains of species found in the human gut (PMID:24861948) present in KBase	Initial strain selection	0	0	Rod-shaped	Yes	Food poisoning, Gastroenteritis	Host-associated	Unclassified	Unclassified	Unclassified	Gram-	Facultative anaerobe	Fresh water, Host	0	Motile	0	0	5013700	5938	2273504	45	5816	97.95	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/582/905/GCF_000582905.2_vpAQ3810
Vibrio_parahaemolyticus_BB22OP	Vibrio parahaemolyticus BB22OP (1211705.3)	2	Vibrio parahaemolyticus BB22OP	Vibrio parahaemolyticus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1211705	1211705.3	GCF_000582905.2	GCF_000328405.1	2563366579	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Engineered	Food production	Unclassified	Unclassified	Gram-	Facultative anaerobe	0	0	0	0	0	5103524	4607	2315158	45	4447	96.53	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/405/GCF_000328405.1_ASM32840v1
Vibrio_parahaemolyticus_FORC_008	N/A	0	Vibrio parahaemolyticus FORC_008	Vibrio parahaemolyticus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	670		GCF_001244315.1	GCF_001244315.1	2687453196	PMID:31275260	Literature research	0	0	0	Yes	0	0	0	0	0	Gram-	Facultative anaerobe	0	0	0	0	0	5038168	4693	2288402	45	4500	95.89	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/244/315/GCF_001244315.1_ASM124431v1
Vibrio_parahaemolyticus_PCV08_7	Vibrio parahaemolyticus PCV08-7 (1276919.3)	2	Vibrio parahaemolyticus PCV08-7	Vibrio parahaemolyticus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1276919	1276919.3	GCF_000328405.1	GCF_000347495.1	2551306507	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Arthropoda	Unclassified	Unclassified	Gram-	Facultative anaerobe	0	0	0	0	0	5184985	4804	2349114	45	4670	97.21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/347/495/GCF_000347495.1_VibParPCV08-7_1.0
Vibrio_parahaemolyticus_RIMD_2210633	Vibrio parahaemolyticus RIMD 2210633 (223926.6)	2	Vibrio parahaemolyticus RIMD 2210633	Vibrio parahaemolyticus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA1.03	223926	223926.6	GCF_000347495.1	GCF_000196095.1	2667527685	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	Rod-shaped	Yes	Gastroenteritis	Host-associated	Unclassified	Unclassified	Unclassified	Gram-	Facultative anaerobe	Fresh water, Host	0	Motile	0	0	5149386	5034	2334858	45	4863	96.6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/095/GCF_000196095.1_ASM19609v1
Vibrio_parahaemolyticus_SNUVpS_1	Vibrio parahaemolyticus SNUVpS-1 (1234128.4)	2	Vibrio parahaemolyticus SNUVpS-1	Vibrio parahaemolyticus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1234128	1234128.4	GCF_000196095.1	GCF_000315135.1	2551306404	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Arthropoda	Unclassified	Unclassified	Gram-	Facultative anaerobe	0	0	0	0	0	5241845	4834	2370748	45	4731	97.87	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/135/GCF_000315135.1_De_novo
Vibrio_parahaemolyticus_v110	Vibrio parahaemolyticus v110 (1300351.3)	1	Vibrio parahaemolyticus v110	Vibrio parahaemolyticus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1300351	1300351.3	GCF_000315135.1	GCF_000388025.1	2554235022	Strains of species found in the human gut (PMID:24861948) present in KBase	Initial strain selection	0	0	0	Yes	0	Host-associated	Arthropoda	Unclassified	Unclassified	Gram-	Facultative anaerobe	0	0	0	0	0	5426513	6460	2453933	45	6335	98.07	https://www.ncbi.nlm.nih.gov/assembly/GCF_000388025.1
Vibrio_rotiferianus_DAT722	Vibrio rotiferianus DAT722 (987060.4)	1	Vibrio rotiferianus DAT722	Vibrio rotiferianus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	987060	987060.4	GCF_000195225.1	GCF_000195225.1	2547132078	PMID:31092280	DAR genome selection	0	0	0	Yes	0	Environmental	Aquatic	Oceanic	Marine	Gram-	Facultative anaerobe	Mud	0	0	0	0	5329516	4956	2384712	45	4850	97.86	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/225/GCF_000195225.1_ASM19522v1
Vibrio_shilonii_AK1	Vibrio shilonii AK1 (391591.24)	1	Vibrio shilonii AK1	Vibrio mediterranei	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	391591	391591.24	GCF_000181535.1	GCF_000181535.1	640963038	PMID:31092280	DAR genome selection	0	0	Rod-shaped	Yes	Coral reef bleaching	Host-associated	Cnidaria	Unclassified	Unclassified	Gram-	Facultative anaerobe	Marine	0	Motile	0	0	5701826	5438	2507398	44	5360	98.57	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/181/535/GCF_000181535.1_ASM18153v1
Vibrio_sinaloensis_AD032	N/A	0	Vibrio sinaloensis AD032	Vibrio sinaloensis	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	379097			GCF_000808555.1		https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0	0	0							Gram-	Facultative anaerobe	0	0	0	0	0							ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/808/555/GCF_000808555.1_ASM80855v1
Vibrio_sinaloensis_DSM_21326	Vibrio sinaloensis DSM 21326 (945550.3)	1	Vibrio sinaloensis DSM 21326	Vibrio sinaloensis	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	945550	945550.3		GCF_000189275.1	649990030	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0	0	0	Yes	0	Environmental	Aquatic	Coastal	Marine	Gram-	Facultative anaerobe	Host	0	0	0	0	4904906	4655	2245469	46	4598	98.78	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/189/275/GCF_000189275.1_ASM18927v1
Victivallis_vadensis_DSM_14823	N/A	0	Victivallis vadensis DSM 14823	Victivallis vadensis	Victivallis	Victivallaceae	Victivallales	Lentisphaeria	Lentisphaerae	Bacteria	Human	AGORA2	172901		GCF_003096415.1	GCF_003096415.1	2756170241	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0	0	0	Yes	0	Host-associated	Human	Large intestine	Digestive system	Gram-	Anaerobe	0	0	0	0	0	5199916	4127	3099222	60	4063	98.45	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/096/415/GCF_003096415.1_ASM309641v1
Victivallis_vadensis_MGYG_HGUT_02473	N/A	0	Victivallis vadensis MGYG-HGUT-02473	Victivallis vadensis	Victivallis	Victivallaceae	Victivallales	Lentisphaeria	Lentisphaerae	Bacteria	Human	AGORA2	172901		GCF_902387455.1	GCF_902387455.1		https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0	0	0							Gram-	Anaerobe	0	0	0	0	0							ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/387/455/GCF_902387455.1_UHGG_MGYG-HGUT-02473
Virgibacillus_massiliensis_MGYG_HGUT_01470	N/A	0	Virgibacillus massiliensis MGYG-HGUT-01470	Virgibacillus massiliensis	Virgibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	AGORA2	1462526		GCF_902375355.1	GCF_902375355.1	2617271113	PMID:25567229	Literature research	0	0	0	Yes	0	0	0	0	0	Gram+	Aerobe	0	0	0	0	0	4353177	4408	1605022	37	4349	98.66	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/375/355/GCF_902375355.1_MGYG-HGUT-01470
Virgibacillus_massiliensis_Vm_5	N/A	0	Virgibacillus massiliensis Vm 5	Virgibacillus massiliensis 	Virgibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	AGORA2	1462526		NZ_CCDP010000001	GCF_000723585.1		PMID:25567229	Literature research	0	0	0							Gram+	Aerobe	0	0	0	0	0							ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/723/585/GCF_000723585.1_PRJEB5515_assembly_1
Virgibacillus_senegalensis_SK_1	N/A	0	Virgibacillus senegalensis SK 1	Virgibacillus senegalensis	Virgibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	AGORA2	1499679		NZ_LN611417	GCF_000821245.2	2645727753	PMID:25567229	Literature research	0	0	0	Yes	0	0	0	0	0	Gram+	Aerobe	0	0	0	0	0	3872574	3994	1658719	43	3858	96.59	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/821/245/GCF_000821245.2_ASM82124v2
Weissella_ceti_NC36	Weissella ceti NC36 (1238674.3)	0	Weissella ceti NC36	Weissella ceti	Weissella	Leuconostocaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	AGORA2	1238674	1238674.3		GCF_000320345.1	2531839522	PMID:31275260	Literature research	0	0	0	Yes	0	0	0	0	0	Gram+	Aerotolerant	0	0	0	0	0	1352640	1342	551269	41	1258	93.74	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/320/345/GCF_000320345.1_ASM32034v1
Weissella_cibaria_KACC_11862	Weissella cibaria KACC 11862 (911104.3)	2	Weissella cibaria KACC 11862	Weissella cibaria	Weissella	Leuconostocaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	AGORA1.03	911104	911104.3	GCF_000388025.1	GCF_000193635.1	651324108	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	Coccus-shaped	Yes	0	Engineered	Food production	Unclassified	Unclassified	Gram+	Aerotolerant	Host	0	0	0	0	2317857	2234	1046428	45	2154	96.42	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/193/635/GCF_000193635.1_ASM19363v1
Weissella_confusa_LBAE_C39_2	Weissella confusa LBAE C39-2 (1127131.3)	2	Weissella confusa LBAE C39-2	Weissella confusa	Weissella	Leuconostocaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	AGORA1.03	1127131	1127131.3		GCF_000239955.1	2519103086	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	Rod-shaped	Yes	0	Engineered	Food production	Unclassified	Unclassified	Gram+	Aerotolerant	0	0	0	0	0	2284024	2226	1022945	45	2145	96.36	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/239/955/GCF_000239955.1_ASM23995v2
Weissella_koreensis_KACC_15510	Weissella koreensis KACC 15510 (1045854.4)	1	Weissella koreensis KACC 15510	Weissella koreensis	Weissella	Leuconostocaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	AGORA2	1045854	1045854.4		GCF_000219805.1	650716105	PMID:31275260	Literature research	0	0	Rod-shaped	Yes	0	Engineered	Food production	Unclassified	Unclassified	Gram+	Aerotolerant	0	0	Nonmotile	0	0	1441470	1428	511710	35	1357	95.03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/805/GCF_000219805.1_ASM21980v1
Weissella_koreensis_KCTC_3621	Weissella koreensis KCTC 3621 (1123721.3)	1	Weissella koreensis KCTC 3621	Weissella koreensis	Weissella	Leuconostocaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	AGORA2	1123721	1123721.3		GCF_000277645.1	2531839183	PMID:31275260	Literature research	0	0	0	Yes	0	Engineered	Food production	Unclassified	Unclassified	Gram+	Aerotolerant	0	0	0	0	0	1728940	1750	613749	36	1672	95.54	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/277/645/GCF_000277645.1_ASM27764v1
Weissella_paramesenteroides_ATCC_33313	Weissella paramesenteroides ATCC 33313 (585506.3)	2	Weissella paramesenteroides ATCC 33313	Weissella paramesenteroides	Weissella	Leuconostocaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	AGORA1.03	585506	585506.3		GCF_000160575.1	645058793	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	Coccus-shaped	Yes	0	Engineered	Food production	Unclassified	Unclassified	Gram+	Aerotolerant	Host	0	0	0	0	1962173	2017	743344	38	1952	96.78	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/575/GCF_000160575.1_ASM16057v1
Weissella_viridescens_DSM_20410	N/A	0	Weissella viridescens DSM 20410	Weissella viridescens	Weissella	Leuconostocaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	AGORA2	1629		GCF_001437355.1	GCF_001437355.1	2690315949	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0	0	0	Yes	0	Engineered	Food production	Unclassified	Unclassified	Gram+	Aerotolerant	0	0	0	0	0	1536954	1577	627523	41	1510	95.75	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/437/355/GCF_001437355.1_ASM143735v1
Yersinia_bercovieri_ATCC_43970	Yersinia bercovieri ATCC 43970 (349968.5)	2	Yersinia bercovieri ATCC 43970	Yersinia bercovieri	Yersinia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA1.03	349968	349968.5		GCF_000167975.1	638341238	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	Rod-shaped	Yes	Food poisoning, Gastroenteritis	Host-associated	Human	Large intestine	Digestive system	Gram-	Facultative anaerobe	Feces, Gastrointestinal tract, Host	0	Motile	Gastrointestinal tract	0	4301412	3634	2103092	49	3579	98.49	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/167/975/GCF_000167975.1_ASM16797v1
Yersinia_enterocolitica_FORC_002	N/A	0	Yersinia enterocolitica FORC-002	Yersinia enterocolitica	Yersinia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	630		GCF_001304755.1	GCF_001304755.1	2654587984	PMID:31275260	Literature research	0	0	0	Yes	0	0	0	0	0	Gram-	Facultative anaerobe	0	0	0	0	0	4837316	4519	2275453	47	4333	95.88	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/304/755/GCF_001304755.1_ASM130475v1
Yersinia_enterocolitica_IP_10393	Yersinia enterocolitica IP 10393 (1243181.3)	2	Yersinia enterocolitica IP 10393	Yersinia enterocolitica	Yersinia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1243181	1243181.3	GCF_000009345.1	GCF_000330605.1	2522572166	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Human	Unclassified	Unclassified	Gram-	Facultative anaerobe	0	0	0	0	0	4463212	4250	2096081	47	4181	98.38	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/330/605/GCF_000330605.1_ASM33060v1
Yersinia_enterocolitica_IP2222	Yersinia enterocolitica IP2222 (947561.3)	1	Yersinia enterocolitica IP2222	Yersinia enterocolitica	Yersinia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	947561	947561.3	GCF_000330605.1	GCF_000285015.1	2548876518	Strains of species found in the human gut (PMID:24861948) present in KBase	Initial strain selection	0	0	0	Yes	0	0	0	0	0	Gram-	Facultative anaerobe	0	0	0	0	0	4753960	4535	2240727	47	4398	96.98	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/015/GCF_000285015.1_ASM28501v1
Yersinia_enterocolitica_NFO	Yersinia enterocolitica NFO (947557.3)	1	Yersinia enterocolitica NFO	Yersinia enterocolitica	Yersinia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	947557	947557.3	GCF_000285015.1	GCF_000284995.1	2548876519	Strains of species found in the human gut (PMID:24861948) present in KBase	Initial strain selection	0	0	0	Yes	0	0	0	0	0	Gram-	Facultative anaerobe	0	0	0	0	0	4663108	4522	2195527	47	4377	96.79	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/995/GCF_000284995.1_ASM28499v1
Yersinia_enterocolitica_subsp_enterocolitica_8081	Yersinia enterocolitica subsp. enterocolitica 8081 (393305.7)	2	Yersinia enterocolitica subsp. enterocolitica 8081	Yersinia enterocolitica	Yersinia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA1.03	393305	393305.7	GCF_000284995.1	GCF_000009345.1	640069335	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	Rod-shaped	Yes	Food poisoning, Gastroenteritis	Host-associated	Human	Unclassified	Unclassified	Gram-	Facultative anaerobe	Host	0	Motile	0	0	4683620	4303	2211728	47	4135	96.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/345/GCF_000009345.1_ASM934v1
Yersinia_enterocolitica_subsp_enterocolitica_WA_314	Yersinia enterocolitica subsp. enterocolitica WA-314 (1194086.3)	2	Yersinia enterocolitica subsp. enterocolitica WA-314	Yersinia enterocolitica	Yersinia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1194086	1194086.3	GCF_000009345.1	GCF_000297175.1	2537561559	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Human	Unclassified	Unclassified	Gram-	Facultative anaerobe	0	0	0	0	0	4524664	4197	2134946	47	4131	98.43	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/297/175/GCF_000297175.1_ASM29717v1
Yersinia_enterocolitica_subsp_palearctica_105_5Rr	Yersinia enterocolitica subsp. palearctica 105.5R(r) (994476.3)	2	Yersinia enterocolitica subsp. palearctica 105.5R(r)	Yersinia enterocolitica	Yersinia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	994476	r 	GCF_000297175.1	GCF_000192105.1	650716106	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Rod-shaped	Yes	Food poisoning, Gastroenteritis	Host-associated	Human	Unclassified	Unclassified	Gram-	Facultative anaerobe	Host	0	Motile	0	0	4621811	4114	2170338	47	4021	97.74	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/192/105/GCF_000192105.1_ASM19210v1
Yersinia_enterocolitica_subsp_palearctica_556_8265	Yersinia enterocolitica subsp. palearctica 556/8265 (940287.3)	2	Yersinia enterocolitica subsp. palearctica 556/8265	Yersinia enterocolitica	Yersinia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	940287	940287.3	GCF_000192105.1	GCF_000284935.1	2548876520	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Coccus-shaped	Yes	Enterocolitis, Zoonotic disease	0	0	0	0	Gram-	Facultative anaerobe	0	0	0	0	0	4521393	4138	2053312	47	4008	96.86	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/935/GCF_000284935.1_ASM28493v1
Yersinia_enterocolitica_subsp_palearctica_647_5307	Yersinia enterocolitica subsp. palearctica 647/5307 (940288.3)	2	Yersinia enterocolitica subsp. palearctica 647/5307	Yersinia enterocolitica	Yersinia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	940288	940288.3	GCF_000284935.1	GCF_000284955.1	2548876521	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Coccus-shaped	Yes	Enterocolitis, Zoonotic disease	0	0	0	0	Gram-	Facultative anaerobe	0	0	0	0	0	4553105	4244	2076109	47	4083	96.21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/955/GCF_000284955.1_ASM28495v1
Yersinia_enterocolitica_subsp_palearctica_PhRBD_Ye1	Yersinia enterocolitica subsp. palearctica PhRBD_Ye1 (1071969.3)	2	Yersinia enterocolitica subsp. palearctica PhRBD_Ye1	Yersinia enterocolitica	Yersinia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1071969	1071969.3	GCF_000284955.1	GCF_000230775.1	2531839567	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Mammals	Unclassified	Unclassified	Gram-	Facultative anaerobe	0	0	0	0	0	4367390	3989	2050151	47	3926	98.42	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/230/775/GCF_000230775.1_ASM23077v2
